Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G ?
211,Rajon Rondo,PG,31,NOP,58,56,25.9,3.5,7.6,0.463,0.8,2.3,0.341,2.7,5.3,0.516,0.515,0.4,0.7,0.585,0.5,3.5,4,7.9,1,0.2,2.2,1.8,8.2
212,Thabo Sefolosha,SF,33,UTA,38,6,21.2,3.1,6.3,0.492,0.8,2.2,0.381,2.3,4.1,0.551,0.558,1.2,1.4,0.815,0.8,3.5,4.2,0.9,1.4,0.3,0.8,1.6,8.2
213,Jerami Grant,PF,23,OKC,72,1,20.5,3,5.7,0.527,0.4,1.4,0.273,2.6,4.3,0.608,0.56,1.8,2.8,0.643,1.1,2.9,4,0.8,0.4,0.9,0.7,2,8.1
214,Cory Joseph,PG,26,IND,72,17,27.3,3.2,7.4,0.428,0.8,2.3,0.364,2.3,5.1,0.458,0.485,0.9,1.3,0.756,0.5,2.7,3.2,3.1,1,0.2,1,1.8,8.1
215,Evan Turner,SF,29,POR,68,31,25.4,3.2,7.3,0.446,0.5,1.5,0.32,2.8,5.7,0.479,0.48,1.2,1.4,0.851,0.4,2.8,3.2,2.3,0.6,0.3,1.3,2,8.1
216,Kyle Anderson,SF,24,SAS,64,58,27,3.1,6,0.522,0.2,0.8,0.292,2.9,5.3,0.555,0.54,1.5,2,0.725,1.2,4.4,5.6,2.8,1.5,0.8,1.4,1.5,8
217,Alec Burks,SG,26,UTA,59,1,17.1,2.8,6.7,0.411,0.7,2.3,0.323,2,4.5,0.455,0.465,1.8,2.1,0.861,0.3,2.8,3.1,1.1,0.6,0.1,0.9,1.2,8
218,Alex Len,C,24,PHO,62,11,19.8,2.9,5.1,0.563,0,0,,2.9,5.1,0.563,0.563,2.2,3.2,0.701,2.5,5,7.5,1.1,0.4,1,1.1,2.3,8
219,Frank Mason,PG,23,SAC,45,2,19,2.8,7.2,0.388,0.6,1.5,0.382,2.2,5.7,0.389,0.428,1.8,2.2,0.822,0.6,1.9,2.5,2.9,0.8,0.2,1.3,1.4,8
220,Jarrett Allen,C,19,BRK,62,21,19.3,3.2,5.5,0.584,0,0.2,0.25,3.1,5.3,0.596,0.588,1.5,1.9,0.782,2.1,3.2,5.4,0.7,0.4,1,1.1,2,7.9
221,Jerryd Bayless,SG,29,PHI,39,11,23.7,2.8,6.7,0.416,1.4,3.7,0.37,1.4,3,0.474,0.519,0.9,1.1,0.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9
222,Antonio Blakeney,SG,21,CHI,19,0,16.5,2.8,7.5,0.371,0.8,2.7,0.288,2,4.8,0.418,0.423,1.6,2.1,0.769,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1,7.9
223,Dejounte Murray,PG,21,SAS,71,38,20.6,3.3,7.3,0.448,0.1,0.4,0.321,3.2,6.9,0.455,0.457,1.1,1.6,0.696,1.4,4.2,5.6,2.8,1.1,0.4,1.6,1.8,7.8
224,Chandler Parsons,SF,29,MEM,34,8,19.2,3,6.4,0.461,1.4,3.3,0.416,1.6,3.1,0.509,0.568,0.5,0.8,0.63,0.4,2.1,2.5,1.8,0.5,0.3,1,1.4,7.8
225,Marreese Speights,C,30,ORL,50,3,12.9,2.6,6.7,0.394,1.7,4.5,0.37,1,2.2,0.444,0.519,0.8,1.1,0.755,0.4,2.2,2.6,0.7,0.1,0.4,0.7,2,7.8
226,Dwight Buycks,PG,28,DET,28,0,15.1,2.9,7,0.418,0.5,1.6,0.333,2.4,5.4,0.444,0.457,1.3,1.5,0.878,0.4,1,1.5,2.1,0.7,0.1,1.4,1.4,7.7
227,Mario Chalmers,PG,31,MEM,59,9,22.1,2.6,6.9,0.373,0.8,2.9,0.279,1.7,3.9,0.442,0.432,1.7,2.1,0.851,0.2,2.2,2.4,3.1,1.2,0.2,1.8,2.7,7.7
228,Luc Mbah a Moute,PF,31,HOU,55,14,26,2.8,5.7,0.49,1,2.9,0.361,1.7,2.8,0.623,0.582,1.1,1.5,0.706,0.4,2.8,3.1,0.9,1,0.4,1.1,1.7,7.7
229,Doug McDermott,SF,26,TOT,72,3,22.1,2.9,6.2,0.465,1.1,2.6,0.426,1.8,3.6,0.494,0.555,0.8,1,0.784,0.6,2,2.5,1,0.2,0.2,0.7,1.5,7.7
230,Darius Miller,SF,27,NOP,73,2,23.4,2.6,5.8,0.448,1.8,4.3,0.419,0.8,1.4,0.533,0.605,0.7,0.8,0.881,0.2,1.8,2,1.4,0.3,0.2,0.7,2,7.7
231,Anthony Tolliver,PF,32,DET,69,6,20.8,2.4,5.5,0.434,1.8,4.3,0.409,0.6,1.2,0.524,0.594,1.2,1.5,0.802,0.6,2.3,2.9,1.1,0.4,0.2,0.7,1.7,7.7
232,Jarrett Jack,PG,34,NYK,58,56,25.6,3.1,7.2,0.425,0.4,1.4,0.296,2.7,5.8,0.456,0.453,1,1.2,0.829,0.3,2.7,3.1,5.7,0.6,0.1,1.9,1.6,7.6
233,Jarell Martin,PF,23,MEM,67,30,22.1,2.9,6.6,0.444,0.4,1.3,0.353,2.5,5.3,0.466,0.478,1.3,1.6,0.782,1.3,2.9,4.2,0.9,0.6,0.7,1.2,2.9,7.6
234,David Nwaba,SG,25,CHI,59,12,22.7,2.7,5.3,0.523,0.2,0.6,0.378,2.5,4.6,0.542,0.545,1.9,3,0.629,1.2,3.3,4.5,1.4,0.8,0.5,1,2.2,7.6
235,Mason Plumlee,C,27,DEN,64,26,20.3,3.1,5.2,0.593,0,0,0,3.1,5.2,0.595,0.593,1.1,2.5,0.438,1.8,3.9,5.7,2,0.7,1.1,1.5,2.5,7.3
236,Justise Winslow,SF,21,MIA,58,25,24.2,2.9,6.8,0.419,0.7,1.8,0.413,2.1,5,0.421,0.473,0.9,1.4,0.625,1,4.4,5.4,2.2,0.8,0.5,1.1,2.1,7.3
237,Ian Clark,SG,26,NOP,67,1,19.3,2.9,6.4,0.448,0.8,2.6,0.302,2.1,3.9,0.544,0.508,0.7,0.9,0.759,0.1,1.5,1.7,1.4,0.4,0.1,0.8,1.6,7.2
238,James Ennis,SF,27,TOT,63,22,23.1,2.5,5.3,0.473,0.7,2.1,0.348,1.8,3.2,0.554,0.542,1.5,1.7,0.836,1.1,2.3,3.4,1,0.7,0.3,0.8,2,7.2
239,Pascal Siakam,PF,23,TOR,71,4,20.5,3.1,6.1,0.509,0.3,1.7,0.193,2.8,4.4,0.629,0.536,0.7,1.1,0.645,1,3.5,4.5,1.9,0.8,0.5,0.8,1.9,7.2
240,Bryn Forbes,SG,24,SAS,71,12,19.3,2.7,6.4,0.423,1.2,3,0.388,1.5,3.4,0.454,0.514,0.5,0.9,0.639,0.2,1.3,1.4,0.9,0.4,0,0.5,1.4,7.1
241,Mirza Teletovic,PF,32,MIL,10,0,15.9,2.5,5.7,0.439,2.1,4.5,0.467,0.4,1.2,0.333,0.623,0,0,,0.3,2,2.3,1,0.4,0.1,0.7,1.4,7.1
242,Nick Young,SG,32,GSW,69,5,16.2,2.5,5.8,0.427,1.5,3.9,0.379,1,1.8,0.532,0.557,0.7,0.8,0.833,0.2,1.1,1.4,0.4,0.5,0.1,0.5,1.2,7.1
243,Cody Zeller,C,25,CHO,33,0,19,2.6,4.7,0.545,0.1,0.1,0.667,2.5,4.6,0.542,0.551,1.8,2.6,0.718,2,3.3,5.4,0.9,0.4,0.6,1,2.5,7.1
244,Bam Adebayo,C,20,MIA,62,17,20.2,2.6,5,0.518,0,0.1,0,2.6,4.9,0.53,0.518,1.9,2.7,0.703,1.7,3.9,5.6,1.6,0.5,0.6,0.9,2,7
245,Luke Kennard,SG,21,DET,63,5,19.2,2.6,6,0.438,1,2.6,0.401,1.6,3.4,0.465,0.524,0.7,0.8,0.868,0.3,2,2.3,1.5,0.6,0.2,0.9,1.1,7
246,Mike Muscala,C,26,ATL,43,7,18.6,2.5,5.4,0.461,1,2.6,0.398,1.4,2.8,0.521,0.558,1,1.1,0.894,1.1,3,4.1,0.8,0.7,0.5,0.8,1.7,7
247,Tomas Satoransky,SG,26,WAS,62,23,21.4,2.6,5,0.521,0.6,1.4,0.453,2,3.7,0.546,0.583,1.1,1.5,0.767,0.9,2,2.9,3.8,0.7,0.2,1,1.7,7
248,Tony Snell,SG,26,MIL,64,51,28.3,2.5,5.8,0.435,1.5,3.6,0.403,1,2.1,0.489,0.562,0.5,0.7,0.795,0.1,1.8,1.9,1.3,0.7,0.3,0.5,1.6,7
249,David West,C,37,GSW,62,0,13.7,3.1,5.2,0.594,0,0.1,0.375,3,5,0.599,0.598,0.8,1.1,0.75,0.9,2.5,3.4,1.9,0.6,1.1,1.2,1.7,7
250,Jamil Wilson,SF,27,LAC,15,10,18.3,2.5,5.4,0.469,1.8,4.2,0.429,0.7,1.2,0.611,0.636,0.1,0.3,0.5,0.2,1.9,2.1,0.7,0.3,0.5,0.5,2.3,7
251,Marquese Chriss,PF,20,PHO,64,41,20.2,2.5,6.1,0.402,0.8,2.6,0.305,1.7,3.5,0.473,0.467,1.1,2,0.576,1,4.1,5,1.1,0.7,1,1.4,2.9,6.9
252,Raymond Felton,PG,33,OKC,73,2,16.8,2.8,6.7,0.411,1,2.7,0.357,1.8,4,0.448,0.484,0.5,0.6,0.81,0.3,1.6,2,2.6,0.6,0.2,0.9,1.1,6.9
253,Al Jefferson,C,33,IND,34,1,13.6,3.1,5.8,0.531,0,0,0,3.1,5.7,0.533,0.531,0.8,0.9,0.813,0.9,3.1,3.9,0.9,0.5,0.7,0.6,1.9,6.9
254,Ben McLemore,SG,24,MEM,48,12,18.4,2.6,6.2,0.418,0.9,2.7,0.352,1.6,3.5,0.467,0.493,0.8,1,0.816,0.6,1.7,2.3,0.9,0.7,0.3,1.1,2.5,6.9
255,Kyle O'Quinn,C,27,NYK,70,4,17.3,2.8,4.7,0.594,0,0.2,0.091,2.8,4.6,0.611,0.595,1.3,1.6,0.765,1.4,4.4,5.7,2,0.5,1.2,1.3,2.5,6.9
256,Nemanja Bjelica,PF,29,MIN,57,14,19.3,2.6,5.3,0.484,1.1,2.6,0.432,1.5,2.7,0.532,0.589,0.6,0.7,0.821,0.7,3.3,4,1.3,0.6,0.2,0.8,2,6.8
257,Joe Johnson,SF,36,TOT,45,3,22,2.7,6.6,0.409,0.7,2.6,0.28,2,4,0.494,0.465,0.6,0.7,0.879,0.3,2.8,3.1,1.4,0.4,0.1,0.9,1.3,6.8
258,Jakob Poeltl,C,22,TOR,72,0,18.4,3,4.7,0.645,0,0,0.5,3,4.6,0.646,0.646,0.8,1.3,0.6,2,2.6,4.7,0.7,0.4,1.3,1,2.7,6.8
259,Nene Hilario,C,35,HOU,47,3,14.5,2.7,4.6,0.587,0,0,0,2.7,4.6,0.593,0.587,1.3,2,0.649,1,2.3,3.3,0.9,0.5,0.3,0.8,2.4,6.7
260,Justin Jackson,SF,22,SAC,59,32,21.1,2.7,6,0.46,0.8,2.5,0.322,1.9,3.4,0.562,0.528,0.4,0.6,0.706,0.4,2.3,2.7,1,0.4,0.2,0.6,1,6.7
261,Tyler Zeller,C,28,TOT,56,33,16.4,2.8,5.1,0.552,0.2,0.5,0.357,2.7,4.6,0.573,0.569,0.8,1.2,0.682,1.6,2.9,4.5,0.6,0.2,0.5,0.8,1.8,6.7
262,Quinn Cook,PG,24,GSW,22,8,16.5,2.6,5.5,0.475,1,2.4,0.396,1.6,3,0.537,0.563,0.5,0.5,0.833,0.2,1.5,1.6,1.5,0.2,0,0.8,1.4,6.6
263,Josh Hart,SG,22,LAL,55,20,21.5,2.4,5.2,0.461,1.1,2.7,0.397,1.3,2.4,0.534,0.567,0.8,1.2,0.656,0.6,3.1,3.7,1.2,0.7,0.2,0.6,1.6,6.6
264,Kosta Koufos,C,28,SAC,68,13,19.6,3.1,5.4,0.562,0,0,,3.1,5.4,0.562,0.562,0.5,1,0.443,2.1,4.6,6.6,1.2,0.7,0.5,0.7,2,6.6
265,T.J. McConnell,PG,25,PHI,65,1,23.7,2.9,5.8,0.499,0.4,0.9,0.424,2.5,4.9,0.513,0.532,0.4,0.5,0.853,0.5,2.6,3.1,4.2,1.3,0.2,1.6,1.7,6.6
266,Tyler Ulis,PG,22,PHO,61,37,21.8,2.5,6.9,0.37,0.5,1.8,0.264,2.1,5.1,0.408,0.405,1,1.2,0.816,0.3,1.3,1.6,3.9,1,0.1,1.6,1.7,6.6
267,Tyson Chandler,C,35,PHO,46,46,25,2.6,4.1,0.647,0,0,,2.6,4.1,0.647,0.647,1.3,2,0.617,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5
268,Shelvin Mack,PG,27,ORL,59,3,19,2.4,5.6,0.436,0.6,1.8,0.356,1.8,3.8,0.473,0.492,1,1.4,0.741,0.3,2,2.3,3.7,0.8,0.1,1.3,1.3,6.5
269,Trevor Booker,PF,30,TOT,59,5,17.4,2.6,5.1,0.513,0.1,0.5,0.286,2.5,4.6,0.536,0.526,1,1.4,0.69,1.7,3.1,4.7,1.2,0.4,0.3,1,1.8,6.4
270,Josh Gray,PG,24,PHO,5,0,17.2,2.2,8.2,0.268,0.6,2.6,0.231,1.6,5.6,0.286,0.305,1.4,2.2,0.636,0.4,1.6,2,2.4,1.6,0.4,1.4,1.6,6.4
271,Jodie Meeks,SG,30,WAS,67,0,15.1,2,5.2,0.391,0.9,2.7,0.322,1.1,2.5,0.467,0.476,1.4,1.6,0.872,0.2,1.4,1.7,1,0.4,0.1,0.5,0.7,6.4
272,Davis Bertans,PF,25,SAS,68,10,15,2.2,5,0.44,1.3,3.5,0.373,0.9,1.6,0.589,0.569,0.6,0.7,0.816,0.3,1.9,2.1,1,0.4,0.4,0.5,1.3,6.3
273,Malcolm Delaney,PG,28,ATL,54,3,18.8,2,5.3,0.382,0.9,2.3,0.371,1.2,3,0.391,0.463,1.4,1.7,0.804,0.2,1.7,1.9,3,0.6,0.1,1.2,1.5,6.3
274,Maurice Harkless,SF,24,POR,57,34,21.1,2.4,4.9,0.491,0.8,1.9,0.414,1.6,2.9,0.542,0.573,0.7,1,0.719,0.7,1.9,2.7,0.8,0.8,0.7,0.7,1.7,6.3
275,Rodney Purvis,SG,23,ORL,6,0,13.2,2.3,4.7,0.5,0.8,2.5,0.333,1.5,2.2,0.692,0.589,0.8,0.8,1,0,0.5,0.5,0.3,0.2,0.3,0.8,1.3,6.3
276,Tristan Thompson,C,26,CLE,42,21,21.4,2.7,4.6,0.588,0,0,,2.7,4.6,0.588,0.588,0.9,1.6,0.545,2.3,4.2,6.5,0.6,0.4,0.4,0.7,2.1,6.3
277,Isaiah Whitehead,PG,22,BRK,16,0,11.3,2.5,5.4,0.465,0.4,1.1,0.389,2.1,4.3,0.485,0.506,0.8,1.2,0.684,0.3,1.4,1.6,1.3,0.5,0.1,1.5,1.4,6.3
278,Troy Williams,SF,23,TOT,16,0,12.6,2.5,5.2,0.482,0.4,1.7,0.222,2.1,3.5,0.607,0.518,0.9,1.6,0.6,0.9,2.1,3.1,0.4,0.8,0.2,1,1.3,6.3
279,Dragan Bender,PF,20,PHO,72,27,24.6,2.2,5.7,0.38,1.4,3.8,0.37,0.8,1.9,0.4,0.502,0.5,0.6,0.773,0.4,3.5,4,1.6,0.3,0.6,1.3,2,6.2
280,Langston Galloway,SG,26,DET,53,2,14.7,2.2,5.7,0.38,1.3,3.7,0.347,0.9,2,0.439,0.492,0.5,0.6,0.794,0.2,1.3,1.5,1,0.6,0.1,0.3,0.7,6.1
281,Markelle Fultz,SG,19,PHI,4,0,19,2.3,6.8,0.333,0,0,,2.3,6.8,0.333,0.333,1.5,3,0.5,0.8,1.5,2.3,1.8,0.5,0.3,1.5,1.5,6
282,Aaron Harrison,G,23,DAL,1,0,20,2,5,0.4,0,2,0,2,3,0.667,0.4,2,3,0.667,1,1,2,1,1,1,0,4,6
283,Andre Iguodala,SF,34,GSW,59,7,25.5,2.3,4.9,0.467,0.5,1.7,0.267,1.8,3.2,0.574,0.514,0.9,1.5,0.64,0.8,3.1,3.9,3.3,0.8,0.6,1.1,1.5,6
284,Jahlil Okafor,C,22,TOT,27,0,12.4,2.6,4.8,0.543,0,0.1,0,2.6,4.7,0.556,0.543,0.8,1.1,0.724,0.7,2.2,3,0.4,0.1,0.6,0.8,1.9,6
285,Justin Anderson,SF,24,PHI,32,0,13.9,2.2,5.2,0.43,0.9,2.6,0.341,1.3,2.6,0.518,0.515,0.6,0.8,0.704,0.6,1.8,2.4,0.6,0.4,0.2,0.4,1.5,5.9
286,Gorgui Dieng,C,28,MIN,69,0,17.2,2.3,4.9,0.472,0.2,0.7,0.265,2.1,4.2,0.507,0.491,1.1,1.4,0.768,1.3,3.2,4.5,1,0.6,0.5,0.8,1.9,5.9
287,Kenneth Faried,PF,28,DEN,32,7,14.4,2.4,4.6,0.514,0,0,0,2.4,4.6,0.517,0.514,1.1,1.6,0.706,2.1,2.7,4.8,0.6,0.4,0.4,0.7,1.6,5.9
288,P.J. Tucker,SF,32,HOU,72,24,27.8,2,5.2,0.388,1.3,3.5,0.37,0.7,1.6,0.427,0.515,0.6,0.8,0.724,1.2,4.4,5.6,0.9,1,0.3,0.9,2.6,5.9
289,C.J. Williams,SG,27,LAC,30,15,19.7,2.4,5.4,0.448,0.7,2.2,0.313,1.7,3.2,0.542,0.512,0.4,0.5,0.786,0.4,1.1,1.5,1,0.9,0.4,0.6,1.8,5.9
290,OG Anunoby,SF,20,TOR,64,52,20.2,2.1,4.7,0.456,1,2.7,0.357,1.2,2,0.591,0.559,0.5,0.8,0.66,0.6,1.8,2.4,0.8,0.8,0.2,0.6,1.7,5.8
291,Richaun Holmes,C,24,PHI,37,2,14.8,2.5,4.8,0.52,0.1,0.8,0.138,2.4,4,0.595,0.531,0.8,1.1,0.683,1.2,3.2,4.4,1.2,0.4,0.6,0.6,2,5.8
292,Timothe Luwawu-Cabarrot,SF,22,PHI,52,7,15.5,1.9,5.1,0.375,1,3,0.335,0.9,2.1,0.431,0.474,0.9,1.1,0.793,0.3,1.1,1.4,1,0.2,0.1,0.7,1.9,5.8
293,Rodney McGruder,SG,26,MIA,11,0,19.3,2.4,4.5,0.52,0.9,2.2,0.417,1.5,2.4,0.615,0.62,0.2,0.4,0.5,0.5,1.2,1.7,0.9,0.5,0.2,0.3,1.3,5.8
294,Zaza Pachulia,C,33,GSW,60,52,14.6,2.3,4,0.575,0,0,0,2.3,4,0.577,0.575,1.2,1.5,0.805,1.3,3.6,4.9,1.7,0.6,0.2,1,1.9,5.8
295,Norman Powell,SG,24,TOR,61,17,16,2.3,5.6,0.407,0.8,2.7,0.296,1.5,2.9,0.508,0.478,0.5,0.6,0.821,0.2,1.5,1.7,1.3,0.5,0.2,1,1.8,5.8
296,Xavier Rathan-Mayes,SG,23,MEM,5,0,23.6,2.4,8.4,0.286,0.2,2.8,0.071,2.2,5.6,0.393,0.298,0.8,1.8,0.444,0,1,1,3.6,1.2,0.6,2.2,3.6,5.8
297,Omri Casspi,SF,29,GSW,53,7,14,2.3,3.9,0.58,0.2,0.4,0.455,2.1,3.5,0.595,0.604,0.9,1.3,0.725,0.6,3.2,3.8,1,0.3,0.4,0.7,1.3,5.7
298,Pat Connaughton,SG,25,POR,71,5,18.2,2.1,4.9,0.434,0.9,2.6,0.364,1.2,2.3,0.512,0.53,0.5,0.6,0.854,0.4,1.5,1.9,1.2,0.3,0.3,0.5,1.4,5.7
299,Tyler Dorsey,SG,21,ATL,46,5,15.5,2,5.8,0.346,1,3.1,0.333,1,2.7,0.361,0.436,0.7,0.9,0.714,0.3,1.9,2.2,1.4,0.3,0.1,0.5,0.9,5.7
300,Jonas Jerebko,PF,30,UTA,64,19,15.7,2.1,4.7,0.452,0.8,2.1,0.403,1.3,2.6,0.491,0.542,0.7,0.8,0.792,0.8,2.7,3.5,0.6,0.4,0.2,0.4,1.8,5.7
301,Isaiah Taylor,PG,23,ATL,57,2,15.6,2,4.8,0.428,0.2,0.9,0.259,1.8,3.8,0.47,0.454,1.4,2,0.693,0.3,1,1.3,2.6,0.5,0.2,1,1.6,5.7
302,Jameel Warney,PF,24,DAL,3,0,9,2.3,4,0.583,0,0,,2.3,4,0.583,0.583,1,1.7,0.6,1.3,1.7,3,0,0,0,0.3,0.7,5.7
303,Andrew White,SF,24,ATL,10,0,15.2,2.1,4.9,0.429,1.4,3.3,0.424,0.7,1.6,0.438,0.571,0.1,0.4,0.25,0.4,2,2.4,0.4,0.2,0.1,0.5,1,5.7
304,Quincy Acy,PF,27,BRK,63,8,19.5,1.7,5.1,0.341,1.4,4.1,0.335,0.4,1,0.364,0.474,0.7,0.9,0.821,0.6,3.2,3.8,0.8,0.5,0.4,0.9,2.1,5.6
305,Aron Baynes,C,31,BOS,70,56,17.9,2.4,5.2,0.461,0,0.2,0,2.4,5,0.476,0.461,0.8,1.1,0.743,1.5,3.7,5.2,1,0.3,0.7,1,2.4,5.6
306,Bismack Biyombo,C,25,ORL,72,23,18.6,2.2,4.2,0.523,0,0,0,2.2,4.2,0.525,0.523,1.3,1.9,0.655,1.8,4,5.8,0.8,0.3,1.2,1,1.9,5.6
307,Deyonta Davis,C,21,MEM,52,4,14.2,2.5,4,0.619,0,0,,2.5,4,0.619,0.619,0.6,0.9,0.711,1.2,2.6,3.8,0.6,0.2,0.6,0.5,2,5.6
308,Wesley Johnson,SF,30,LAC,64,33,20.8,2.1,5.1,0.404,0.8,2.5,0.323,1.3,2.7,0.48,0.482,0.6,0.9,0.745,0.4,2.7,3.1,0.8,1,0.9,0.8,2,5.6
309,Frank Ntilikina,PG,19,NYK,69,3,20.8,2.1,6,0.357,0.6,1.9,0.32,1.5,4.1,0.373,0.407,0.7,1,0.716,0.4,1.7,2.1,3.1,0.8,0.2,1.7,2.3,5.6
310,Vince Carter,SF,41,SAC,49,4,17.8,2,5,0.407,1,2.9,0.355,1,2.1,0.48,0.51,0.4,0.6,0.71,0.3,2.1,2.4,1.2,0.8,0.5,0.6,1.7,5.5
311,Dante Cunningham,SF,30,TOT,64,25,21.6,2.1,4.7,0.454,0.8,2.2,0.36,1.4,2.5,0.534,0.536,0.4,0.7,0.596,1,3,4,0.6,0.6,0.3,0.4,1.5,5.5
312,Ed Davis,C,28,POR,71,0,19.1,2.3,3.8,0.59,0,0,,2.3,3.8,0.59,0.59,1,1.5,0.664,2.5,5.1,7.6,0.5,0.5,0.7,0.8,2.4,5.5
313,Shaun Livingston,PG,32,GSW,62,7,15.8,2.4,4.8,0.502,0,0,0,2.4,4.7,0.507,0.502,0.7,0.9,0.83,0.4,1.4,1.8,2,0.5,0.3,0.8,1.7,5.5
314,Boban Marjanovic,C,29,TOT,30,1,8.3,1.9,3.7,0.518,0,0,,1.9,3.7,0.518,0.518,1.7,2,0.833,1,2.2,3.2,0.6,0.3,0.3,1,1.3,5.5
315,Kobi Simmons,PG,20,MEM,22,5,18.5,2.3,5.5,0.413,0.2,1,0.238,2,4.5,0.45,0.434,0.7,0.7,1,0.5,1.3,1.7,1.8,0.6,0.2,1.1,1.9,5.5
316,Luke Babbitt,SF,28,TOT,47,13,14.5,1.9,4.4,0.439,1.3,3.1,0.404,0.7,1.3,0.525,0.583,0.4,0.5,0.773,0.1,1.8,2,0.6,0.2,0.1,0.4,1.1,5.4
317,Myke Henry,SF,25,MEM,15,0,18.6,2,5.2,0.385,1,2.9,0.349,1,2.3,0.429,0.481,0.4,0.7,0.6,0.5,1.2,1.7,1.1,1.4,0.3,0.9,1.4,5.4
318,Brandon Jennings,PG,28,MIL,5,0,14,2,4,0.5,0.8,2,0.4,1.2,2,0.6,0.6,0.6,0.6,1,0.6,1.6,2.2,4.6,0.2,0.6,1.2,0.8,5.4
319,Jon Leuer,PF,28,DET,8,0,17,1.9,4.5,0.417,0,0.4,0,1.9,4.1,0.455,0.417,1.6,1.9,0.867,0.9,3.1,4,0.6,0.1,0.4,0.9,2,5.4
320,Daniel Theis,C,25,BOS,63,3,14.9,2,3.7,0.541,0.3,0.9,0.31,1.7,2.8,0.617,0.579,1,1.3,0.753,1.4,2.9,4.3,0.9,0.5,0.8,0.9,2.5,5.3
321,Shaquille Harrison,PG,24,PHO,13,1,14.3,1.8,4.5,0.414,0.2,1.1,0.214,1.6,3.4,0.477,0.44,1.2,1.7,0.682,0.4,2.6,3,1.8,1,0.5,0.8,2,5.1
322,Malik Monk,SG,19,CHO,54,0,12.2,1.8,5.7,0.321,1,3.2,0.31,0.8,2.5,0.336,0.409,0.4,0.5,0.778,0.1,0.9,1,1.2,0.3,0.1,0.5,0.9,5.1
323,Emeka Okafor,C,35,NOP,19,16,15.6,2.2,4.3,0.506,0,0,,2.2,4.3,0.506,0.506,0.8,1,0.789,1.9,3.1,5,0.3,0.4,1.3,0.4,1.4,5.1
324,Jack Cooley,PF,26,SAC,2,0,5,2,3.5,0.571,0,0,,2,3.5,0.571,0.571,1,1,1,1.5,0.5,2,1,0,0,0,1,5
325,Jawun Evans,PG,21,LAC,46,4,16.8,1.9,5.5,0.352,0.3,1.2,0.278,1.6,4.3,0.372,0.381,0.8,1.1,0.776,0.2,1.6,1.8,2.2,0.8,0.1,1,2.1,5
326,Dante Exum,PG,22,UTA,4,0,13.5,1.8,5,0.35,0,0.8,0,1.8,4.3,0.412,0.35,1.5,2,0.75,0.3,1.3,1.5,1.8,0.8,0,1,1.5,5
327,Cristiano Felicio,C,25,CHI,45,8,16,2.1,3.4,0.621,0,0,0,2.1,3.4,0.625,0.621,0.8,1.3,0.638,1.1,2.2,3.3,0.9,0.2,0.2,0.8,1.9,5
328,Jonathan Isaac,PF,20,ORL,25,8,19.8,2,5.2,0.38,0.5,1.5,0.342,1.4,3.6,0.396,0.43,0.6,0.8,0.714,0.6,3,3.6,0.6,1.2,1.2,1,1.8,5
329,Maxi Kleber,PF,26,DAL,62,35,16.1,2,4.2,0.473,0.5,1.6,0.29,1.5,2.5,0.589,0.529,0.6,0.9,0.736,1,1.9,2.9,0.7,0.4,0.6,0.4,1.6,5
330,Andre Roberson,SG,26,OKC,39,39,26.6,2.2,4.2,0.537,0.2,0.9,0.222,2,3.2,0.627,0.562,0.3,1,0.316,1.9,2.8,4.7,1.2,1.2,0.9,0.8,2.3,5
331,Brandan Wright,PF,30,TOT,28,1,13.6,2.1,3.6,0.578,0,0,,2.1,3.6,0.578,0.578,0.8,1.2,0.636,1.2,2.2,3.4,0.5,0.5,0.9,0.3,1.1,5
332,DeAndre' Bembry,SF,23,ATL,21,0,17.3,1.9,4.8,0.396,0.4,1.1,0.333,1.5,3.7,0.416,0.436,0.7,1.2,0.6,0.4,2.3,2.7,1.5,0.6,0.5,1.8,1.5,4.9
333,Tyus Jones,PG,21,MIN,72,10,17.7,1.8,3.9,0.463,0.5,1.5,0.349,1.3,2.5,0.531,0.528,0.8,0.9,0.891,0.2,1.5,1.7,2.6,1.1,0.1,0.7,1.4,4.9
334,Luke Kornet,PF,22,NYK,10,1,12,1.9,5.4,0.352,1,3.5,0.286,0.9,1.9,0.474,0.444,0.1,0.2,0.5,0.9,2,2.9,0.7,0.3,0.9,0.2,0.7,4.9
335,Ian Mahinmi,C,31,WAS,68,0,15,1.8,3.1,0.57,0,0,0,1.8,3.1,0.575,0.57,1.3,1.8,0.717,1.8,2.3,4.1,0.7,0.5,0.6,1.3,3.1,4.9
336,Thon Maker,C,20,MIL,69,12,17,1.8,4.3,0.42,0.4,1.4,0.306,1.4,2.9,0.477,0.471,0.9,1.2,0.706,1,2.1,3.2,0.6,0.5,0.7,0.6,2.2,4.9
